id,label,sentence,label_des,original_label
3827,57,哦 是要申请退款是吗,买家咨询返现金额,57
3828,58,杏色跟米色有什么区别,买家咨询返现时间,58
3829,111,大概什么时候发出来,买家咨询物流信息,111
3830,96,俺的支付宝不能用 可以用微信支付嘛,买家咨询是否可以微信支付,96
3831,5,好的，知道了，几瓶一个疗程？,买家表示好的,5
3832,111,旺旺号是哪个,买家咨询物流信息,111
3833,22,上面说商品退回中了,买家表示需要退货退款,22
3834,48,如果不合身换的话包邮费吗,买家要求退运费,48
3835,90,19，8是多重,买家咨询商品重量,90
3836,103,我买的裤子穿不成，要退货，请你把地址给我发过来吧,买家咨询退换货地址,103
3837,114,运费险，怎么给我,买家咨询运费险赔付规则,114
3838,5,现在拍下下午就可以发货对吗,买家表示好的,5
3839,58,是返现金吗,买家咨询返现时间,58
3840,40,罐装有没有番茄味的,买家需要商品推荐,40
3841,63,这款呢！哪款比较好,买家咨询哪款更好,63
3842,86,我买了俩个有送吗？,买家咨询商品是否有赠品,86
3843,50,从哪里发货这件,买家要求延迟发货,50
3844,67,麻烦给个空的收据单,买家咨询能否开发票及发票类型和寄送时间,67
3845,94,全都投诉,买家咨询是否可以改价,94
3846,23,你好，麻烦帮我退一下，我想从新拍,买家表示要重拍,23
3847,49,电话改成17561781921,买家要求修改收件信息,49
3848,1,晕死鞋么麻烦,买家表达不满/生气,1
3849,65,请问这两个有什么区别吗，为什么同样的花色大小价格茶这么大？,买家咨询能否定制,65
3850,73,谢谢一定检查清楚才发货，帮我发中国邮政,买家咨询商家发货地,73
3851,102,不会有刺鼻的味道吧,买家咨询是否有味道,102
3852,93,现在安排帮我打包叫顺丰上门收件吧,买家咨询是否可以发顺丰,93
3853,31,客服在么,买家打招呼,31
3854,31,微信不回啊,买家打招呼,31
3855,26,券用不了啊,买家表示优惠券无法使用,26
3856,60,淘宝的跨店满减,买家咨询活动规则,60
3857,36,好，但你们包装太差了吧，直接一个塑料袋,买家反馈收到的商品有问题,36
3858,67,记得开收据哈,买家咨询能否开发票及发票类型和寄送时间,67
3859,110,什么时候反的钱？,买家咨询退款时间,110
3860,74,你好，衣服收到了，太大了需要退货，麻烦您把地址发给我,买家咨询商家是否收到寄回的商品,74
3861,90,一包净含量多重,买家咨询商品重量,90
3862,86,哪我申请退款，再重拍,买家咨询商品是否有赠品,86
3863,77,八十八的又是什么材质的,买家咨询商品的材质/面料,77
3864,106,退回去，圆通不送很麻烦,买家咨询退换货支持快递,106
3865,97,其他快递不送到乡下,买家咨询是否可以指定快递,97
3866,49,地址改了吗 我昨天提供新的地址现在还是之前那个哦,买家要求修改收件信息,49
3867,54,拍下了今天可以发货吗,买家咨询发货时间,54
3868,112,为什么我领了那个卷 但是用不了,买家咨询优惠券使用规则,112
3869,97,ems都不行？,买家咨询是否可以指定快递,97
3870,50,亲，我这个地址改成功了吗,买家要求延迟发货,50
3871,99,安徽蚌埠发什么快递,买家咨询是否有活动,99
3872,62,要十个  可以优惠点不,买家咨询买多件能否优惠,62
3873,98,你好  你家有好评活动吗?,买家咨询是否有好评返现,98
3874,90,大概5000箱,买家咨询商品重量,90
3875,90,1个多少g？,买家咨询商品重量,90
3876,104,没寄的那款不要寄了,买家咨询退换货规则,104
3877,20,在你家买了几次了从来没见这种情况,买家表示物流太慢了,20
3878,55,能发一下退货地址吗,买家咨询发什么快递,55
3879,36,这个坏了能单独买吗,买家反馈收到的商品有问题,36
3880,22,大小不合适可以退款吗,买家表示需要退货退款,22
3881,7,谢谢??,买家表示麻烦卖家，表达感谢,7
3882,104,写好纸条直接寄回去就行是吗,买家咨询退换货规则,104
3883,82,这个中间也是没有折叠的吗,买家咨询商品区别,82
3884,1,这个试穿了  穿的不满意,买家表达不满/生气,1
3885,9,这个裤子拍错号了,买家表示拍错了,9
3886,65,您好 可以订做吗,买家咨询能否定制,65
3887,50,不是说的晚点发货吗,买家要求延迟发货,50
3888,79,208g.有几个,买家咨询商品规格数量,79
3889,48,32试试,买家要求退运费,48
3890,86,任何的都是买一送一码,买家咨询商品是否有赠品,86
3891,30,问问题都没人,买家催促回复,30
3892,53,顺丰是几天到呀,买家咨询到货时间,53
3893,97,亲，不要发中通快递，其他都可以,买家咨询是否可以指定快递,97
3894,43,幸亏你叫我重拍了,买家要求改商品信息,43
3895,78,你们的图片有色差吗,买家咨询商品的色差问题,78
3896,48,我没有理由给你垫付运费的,买家要求退运费,48
3897,97,快递可以指定么,买家咨询是否可以指定快递,97
3898,71,就是还有没有优惠了,买家咨询如何领取优惠券,71
3899,86,我买送人的人家看了一下说不喜欢,买家咨询商品是否有赠品,86
3900,24,你好请问可以发邮政快递吗,买家表示已经收到货了,24
3901,29,能不能帮忙安排一下这两天尽快发货,买家催促发货,29
3902,43,嗯 我刚才拍了一个140的黄色马甲 麻烦给我改个120的,买家要求改商品信息,43
3903,40,那款和这款差不多，你推荐一下,买家需要商品推荐,40
3904,15,晚点发货，我这几天在外地,买家表示是老顾客,15
3905,19,问你什么时候可以发货,买家表示无法下单,19
3906,93,有没有顺丰 /:^_^,买家咨询是否可以发顺丰,93
3907,78,这颜色绝对不是  两个色差太多了吧,买家咨询商品的色差问题,78
3908,88,皮肤黑暗，穿什么颜色,买家咨询商品是什么颜色,88
3909,51,哪一个会送一箱呢,买家要求延长收货时间,51
3910,109,啊啊啊啊，地址错了可以改么,买家咨询退款去向,109
3911,105,邮费也退给我。,买家咨询退换货运费由谁承担,105
3912,46,妈不合适可以退换吧,买家要求取消退换货退款,46
3913,41,这个一份就是一斤嘛,买家要求补偿,41
3914,49,想改下地址,买家要求修改收件信息,49
3915,60,第二件半价什么意思,买家咨询活动规则,60
3916,91,那个颜色必须好看,买家咨询什么颜色好看,91
3917,65,能写名字对吗,买家咨询能否定制,65
3918,110,？？？骗我,买家咨询退款时间,110
3919,67,还有发票 要开过来了,买家咨询能否开发票及发票类型和寄送时间,67
3920,20,我这里没有汇通快递,买家表示物流太慢了,20
3921,83,我退回的邮费谁出呢,买家咨询商品上新时间,83
3922,117,怎么都拍不了啊,买家咨询自己的旺旺昵称,117
3923,60,3个点是普票嘛，有增票吗？,买家咨询活动规则,60
3924,38,现在没有优惠啥,买家讨价还价,38
3925,49,你好，我可以改地址吗,买家要求修改收件信息,49
3926,55,可以快点发吗？,买家咨询发什么快递,55
3927,69,我问下新疆发货不？,买家咨询偏远地区是否发货,69
3928,54,现在拍的今天还能发货吗,买家咨询发货时间,54
3929,62,那条蓝色的裤子色差也太大了吧,买家咨询买多件能否优惠,62
3930,60,你们双11是什么价吗？,买家咨询活动规则,60
3931,48,你们 先把邮费给我,买家要求退运费,48
3932,49,您好，我这边要改一下收货地址,买家要求修改收件信息,49
3933,103,可以寄邮政快递吗?,买家咨询退换货地址,103
3934,99,亲，这款有返现活动吗？,买家咨询是否有活动,99
3935,4,券怎么不能用,买家表示地址正确,4
3936,48,现货什么时候能发,买家要求退运费,48
3937,97,我的这个可以发韵达吗？,买家咨询是否可以指定快递,97
3938,97,不要发邮政跟百世,买家咨询是否可以指定快递,83
3939,25,裤子太大了，想重新拍,买家表示已下单付款,25
3940,23,我想申退重拍,买家表示要重拍,23
3941,54,今天买的话，什么时候发货,买家咨询发货时间,54
3942,62,买两件是不是优惠一点？,买家咨询买多件能否优惠,62
3943,29,亲发货快点到，着急用,买家催促发货,29
3944,46,好吧我点退货了、要怎么取消,买家要求取消退换货退款,46
3945,60,第一盒9丶9吗？买第二盒是5丶5吗？俩盒多少钱？,买家咨询活动规则,60
3946,1,亲，吹风机已经退了呐，你们应该收到了趴，什么时候报销运费呢?,买家表达不满/生气,1
3947,46,我忘记了撤销了,买家要求取消退换货退款,46
3948,102,味道大吗刺鼻子吗,买家咨询是否有味道,102
3949,71,那怎么发货了，地址不对,买家咨询如何领取优惠券,71
3950,94,土司面包奶味多少钱,买家咨询是否可以改价,94
3951,3,太厚的绒不喜欢！,买家表示不想要了,3
3952,75,你好，有箱子规格么？,买家咨询商品包装,75
3953,29,那我退了吧，我不要了。,买家催促发货,29
3954,111,快递怎么回事啊,买家咨询物流信息,111
3955,66,好的，因为昨天拍的说今天会发货的，所以以为今天发货，明天会发吗,买家咨询能否分开/一起发货,66
3956,51,胶味太大,买家要求延长收货时间,51
3957,38,1斤多少钱？,买家讨价还价,38
3958,1,你们这亊做的让我心里不舒服,买家表达不满/生气,1
3959,83,钱返到哪里了？,买家咨询商品上新时间,83
3960,86,亲，请问送箱子吗,买家咨询商品是否有赠品,86
3961,50,那发货时间呢,买家要求延迟发货,50
3962,100,麻烦随货出,买家咨询是否有买家秀,100
3963,60,这个真的是买一送一嘛？,买家咨询活动规则,60
3964,84,那这一款也是预售吗,买家咨询商品是不是预售款,84
3965,60,你好，这个是买一包送一包吗？,买家咨询活动规则,60
3966,67,发票快递呢,买家咨询能否开发票及发票类型和寄送时间,67
3967,25,还没有双十一就拍下来,买家表示已下单付款,25
3968,82,这款蓝色和彩蓝色有什么区别,买家咨询商品区别,82
3969,42,那虾仁有多重？？？,买家要求发货检查,42
3970,60,这个和26.8的有什么区别,买家咨询活动规则,60
3971,12,衣服今天收到了，不是加绒加厚的，是不是发错货了？,买家表示商家发错货了,12
3972,53,现在买的话可以帮忙发顺丰，周天到吗,买家咨询到货时间,53
3973,65,我拍了没给改价呢,买家咨询能否定制,65
3974,23,这个飘带不参与三件七折吗,买家表示要重拍,23
3975,61,我这边的换货的快递单号有了吗,买家咨询快递单号,61
3976,99,这咖啡怎么还涨价啦,买家咨询是否有活动,99
3977,22,要不是急用我早退回去了，而且两个瓶盖都压烂了，外箱包装包得不牢固，松松夸夸的，,买家表示需要退货退款,22
3978,104,没有，今天才拿到的。吊牌都还在啊,买家咨询退换货规则,104
3979,110,什么时候把钱给我？,买家咨询退款时间,110
3980,114,亲运费险什么时候退还？,买家咨询运费险赔付规则,114
3981,36,这肉松饼皮都干了,买家反馈收到的商品有问题,36
3982,52,什么颜色正,买家咨询补货/上货时间,52
3983,82,跑步裤和田径裤有什么区别,买家咨询商品区别,82
3984,54,多会能发呀,买家咨询发货时间,54
3985,97,你好可以指定快递吗,买家咨询是否可以指定快递,97
3986,15,1亲,买家表示是老顾客,15
3987,36,下次主动点，每次都这样，怪尴尬的,买家反馈收到的商品有问题,36
3988,65,可以在自封袋上喷印图案吗,买家咨询能否定制,65
3989,7,明天寄给你,买家表示麻烦卖家，表达感谢,7
3990,101,难过,买家咨询是否有实体店,101
3991,14,买一赠一是送500g么？,买家表示稍等,14
3992,6,2.5斤是吗？,买家表示具体时间寄回去,6
3993,64,自己货到付款也不行吗,买家咨询能否到付,64
3994,55,京东快递可以收到吗,买家咨询发什么快递,55
3995,21,好吧，我在试试,买家表示先买来试试,21
3996,79,说好的买一送一呢,买家咨询商品规格数量,79
3997,86,拍两个就有送杯子和钢勺吗,买家咨询商品是否有赠品,86
3998,3,我去拍了,买家表示不想要了,3
3999,49,拍错了咋改,买家要求修改收件信息,49
4000,99,老顾客也不优惠,买家咨询是否有活动,99
4001,102,我就想问一下，包的味道很大吗？,买家咨询是否有味道,102
4002,60,那个买一送一的怎么退,买家咨询活动规则,60
4003,7,嗯嗯好的麻烦你了，谢谢 /:086,买家表示麻烦卖家，表达感谢,7
4004,114,退回的运费不也是你们付吗,买家咨询运费险赔付规则,114
4005,110,得等到啥时候啊才退啊,买家咨询退款时间,110
4006,96,我用的是别的支付宝,买家咨询是否可以微信支付,96
4007,81,出气软管看不出什么材质的,买家咨询商品具体尺码尺寸,81
4008,97,能不能帮我备注一下中通快递呢,买家咨询是否可以指定快递,97
4009,62,寄回来我的东西快递需要多少钱？,买家咨询买多件能否优惠,62
4010,78,黑色的是颜色正不正,买家咨询商品的色差问题,78
4011,82,那这种不锈钢的和塑料的有什么区别,买家咨询商品区别,82
4012,22,现在需要申请退款吗,买家表示需要退货退款,115
4013,17,因为我是帮别人买的，别人当时拆开的时候只有一件，她说应该还有一件在路上，所以我刚想起来问一下,买家表示送人的,17
4014,97,广西可以接受指定快递吗,买家咨询是否可以指定快递,97
4015,95,钢制的跟尼龙的跟铝合金的有什么区别？,买家咨询是否可以拒收,95
4016,46,算了，不换了，就猫吧,买家要求取消退换货退款,46
4017,49,你家睡衣，地址填错了,买家要求修改收件信息,49
4018,67,我需要一张收据,买家咨询能否开发票及发票类型和寄送时间,67
4019,29,客服在吗？今天早上下单怎么现在还没发货？,买家催促发货,29
4020,49,怎么更改收货地址啊,买家要求修改收件信息,49
4021,60,买250克，送250克.一起发一斤是吧,买家咨询活动规则,60
4022,55,新疆发什么快递吗,买家咨询发什么快递,55
4023,13,我发货了，注意查收,买家表示商品已经寄回去了,13
4024,47,亲 改良版和普通版有什么区别呢,买家要求添加商家微信,47
4025,1,不想要长的太过分的 也不想要看着跟九分裤那样的  就好能刚好盖住腿 但是裤子碰不到鞋子,买家表达不满/生气,1
4026,7,拜托早点发啊,买家表示麻烦卖家，表达感谢,7
4027,13,那个床围我已经寄过去了,买家表示商品已经寄回去了,13
4028,60,第二件3.9元是啥意思,买家咨询活动规则,60
4029,22,要是直接返现的话，我就不需要再下单，也不需要申请退款,买家表示需要退货退款,22
4030,110,双11没活动？？,买家咨询退款时间,110
4031,60,这款买一送一么,买家咨询活动规则,60
4032,80,双12加绒的85元是吗,买家咨询商品价格,80
4033,61,你好！地址错了可不可以改,买家咨询快递单号,61
4034,89,一共两个包裹，我拒收了一个。,买家咨询商品质量是否有保障,89
4035,54,嗯嗯下午给你们寄过去,买家咨询发货时间,54
4036,42,请问是早买早发货吗,买家要求发货检查,42
4037,99,双12会有活动嘛？,买家咨询是否有活动,99
4038,50,今天发可以吧  我怕晚点发我拿不到了,买家要求延迟发货,50
4039,22,我点申请售后，然后退货退款？,买家表示需要退货退款,22
4040,42,昨天收到我就试穿一下吊牌还在,买家要求发货检查,42
4041,90,请问每个面包有几克？,买家咨询商品重量,90
4042,73,补贴是怎么补贴,买家咨询商家发货地,73
4043,117,帮我备注一下  发韵达快递,买家咨询自己的旺旺昵称,117
4044,82,这两款里面是一样的吗,买家咨询商品区别,82
4045,54,买哪个送一箱的,买家咨询发货时间,54
4046,29,亲，快点,买家催促发货,29
4047,40,哪款好推荐下,买家需要商品推荐,40
4048,32,我比较喜欢特别宽松的那种,买家对特定款式/颜色表达喜好,32
4049,58,你好   可以返现么,买家咨询返现时间,58
4050,7,那就发中通.谢谢,买家表示麻烦卖家，表达感谢,7
4051,82,三个瑜伽球什么区别,买家咨询商品区别,82
4052,97,亲可以给我发邮政快递吗,买家咨询是否可以指定快递,97
4053,77,xs大概什么时候有货啊,买家咨询商品的材质/面料,77
4054,65,可以订制不,买家咨询能否定制,65
4055,62,这个是买3免1对吧,买家咨询买多件能否优惠,62
4056,29,我这件怎么没发货,买家催促发货,29
4057,89,亲 你家有好评活动吗,买家咨询商品质量是否有保障,89
4058,4,/:^_^ 点错地址了,买家表示地址正确,4
4059,51,需要延迟收货,买家要求延长收货时间,51
4060,7,尽快是多快,买家表示麻烦卖家，表达感谢,7
4061,105,这样填寄回去的运费由谁承担,买家咨询退换货运费由谁承担,105
4062,104,我是吊牌都剪了换不了了,买家咨询退换货规则,104
4063,38,有个疑问，短款的便宜30元咋整？,买家讨价还价,38
4064,110,我的换货件收到了吗,买家咨询退款时间,110
4065,23,我退款重新拍可以嘛？,买家表示要重拍,23
4066,25,别的号付了,买家表示已下单付款,25
4067,73,你好这条裤子现在拍什么时候可以发货,买家咨询商家发货地,73
4068,53,发到成都几天,买家咨询到货时间,53
4069,67,发票是随货回来么？,买家咨询能否开发票及发票类型和寄送时间,67
4070,54,这个订单发货了吗？,买家咨询发货时间,54
4071,32,这次希望给我发个质量好点的,买家对特定款式/颜色表达喜好,32
4072,102,味道太重了,买家咨询是否有味道,102
4073,21,那我拿两条L的试试哈,买家表示先买来试试,21
4074,29,能催下快点发货吗,买家催促发货,29
4075,104,如果收到衣服尺码不合适可以退换吗,买家咨询退换货规则,104
4076,109,这款没有5折了吗,买家咨询退款去向,109
4077,48,你们今天不打折吗,买家要求退运费,48
4078,73,好的 哪里发货,买家咨询商家发货地,73
4079,97,亲，忘记备注了，能备注一下发韵达吗,买家咨询是否可以指定快递,97
4080,93,这个是买10包有送东西对吗,买家咨询是否可以发顺丰,93
4081,110,退款可以，双倍退款,买家咨询退款时间,110
4082,43,我拍下的那个地址弄错了，怎么改啊,买家要求改商品信息,43
4083,1,以后再也不想买了,买家表达不满/生气,1
4084,99,是不是只有等到双11那天才有活动,买家咨询是否有活动,99
4085,99,买两条优惠40吗,买家咨询是否有活动,99
4086,99,好评有礼么,买家咨询是否有活动,99
4087,75,里面是独立包装嘛,买家咨询商品包装,75
4088,49,请问下完单可以改地址吗,买家要求修改收件信息,49
4089,52,XS码还会补货嘛,买家咨询补货/上货时间,52
4090,31,怎么还没有物流信息,买家打招呼,31
4091,97,亲  我已寄出  注意查收,买家咨询是否可以指定快递,97
4092,9,这个别发货，我买多了,买家表示拍错了,9
4093,39,我上次返的货你们收到了么？,买家向商家表达不好意思,39
4094,97,不要给我发百世快递啊,买家咨询是否可以指定快递,97
4095,84,发票是电子的还是纸质的,买家咨询商品是不是预售款,84
4096,77,你好，车架是什么材质,买家咨询商品的材质/面料,77
4097,3,要不然我投诉了,买家表示不想要了,3
4098,65,可以定制正方形的吗？,买家咨询能否定制,65
4099,23,我现在重新拍么,买家表示要重拍,23
4100,97,备注圆通或者中通,买家咨询是否可以指定快递,97
4101,54,这个刚刚才看到要五天才发货啊,买家咨询发货时间,54
4102,84,那那件衣服是不是预售款,买家咨询商品是不是预售款,84
4103,43,我地址改好了吗,买家要求改商品信息,43
4104,22,有条裤子买大了 麻烦换货同意一下,买家表示需要退货退款,22
4105,107,退货原因没有你说的那个拍多不喜欢,买家咨询退货退款原因选什么,107
4106,12,就是买加大码的！裤子发错了,买家表示商家发错货了,12
4107,42,记得不要发错P39,买家要求发货检查,42
4108,102,这款有没有味？,买家咨询是否有味道,102
4109,15,你好第二份半价怎么买的,买家表示是老顾客,15
4110,17,我是要送人的 /:^_^ /:^_^,买家表示送人的,17
4111,44,鞋子帮我改18.5,买家要求改运费,44
4112,52,青岛市崂山区依山伴城二期11楼4单元2602,买家咨询补货/上货时间,52
4113,109,亲这个确认收货后返款反到哪里,买家咨询退款去向,109
4114,88,之前是什么颜色,买家咨询商品是什么颜色,88
4115,69,新疆发货么？？？？,买家咨询偏远地区是否发货,69
4116,60,拍的这四款是买三送一的吧,买家咨询活动规则,60
4117,49,这会可以改地址吗？,买家要求修改收件信息,49
4118,99,下面拍这个有参加到活动是吧,买家咨询是否有活动,99
4119,14,您稍等哈,买家表示稍等,14
4120,74,亲，我退换的衣服你们收到了吗？可以给我发货了吗？,买家咨询商家是否收到寄回的商品,74
4121,96,请问可以vx支付吗,买家咨询是否可以微信支付,96
4122,49,不好意思，地址选错了，我把地址改了,买家要求修改收件信息,49
4123,110,发出了我就不退,买家咨询退款时间,110
4124,98,好的，那我试试m的吧,买家咨询是否有好评返现,98
4125,97,可以多送一两包吗,买家咨询是否可以指定快递,97
4126,67,发票随货可以吗,买家咨询能否开发票及发票类型和寄送时间,67
4127,90,你好 这个多少克一袋呀,买家咨询商品重量,90
4128,88,加绒不加绒有区别嘛,买家咨询商品是什么颜色,88
4129,111,我要有物流狀態才能轉運,买家咨询物流信息,111
4130,108,我第3件反20，第4件也是反20对吧,买家咨询退款金额,108
4131,49,我刚刚的商品地址写错了,买家要求修改收件信息,49
4132,82,这有啥区别吗,买家咨询商品区别,8
4133,34,我那地址错了能改不,买家发送开票信息,34
4134,54,黑哥具体时间,买家咨询发货时间,54
4135,15,我买的是两条,买家表示是老顾客,15
4136,79,你好??这个19.8是几个,买家咨询商品规格数量,79
4137,94,没明白你什么意思,买家咨询是否可以改价,94
4138,14,好好，我看看啊,买家表示稍等,14
4139,105,退货你包邮费吗？,买家咨询退换货运费由谁承担,105
4140,99,这款裤子有活动吗，,买家咨询是否有活动,99
4141,104,有一个衣服寄错了,买家咨询退换货规则,104
4142,97,帮我备注一下走邮政呗,买家咨询是否可以指定快递,97
4143,67,发票是随货寄出，还是电子票啊,买家咨询能否开发票及发票类型和寄送时间,67
4144,89,主要要质量好,买家咨询商品质量是否有保障,89
4145,109,到时可以退回运费了，退到哪里,买家咨询退款去向,109
4146,109,不要发我支付宝哈,买家咨询退款去向,109
4147,44,改一下口味,买家要求改运费,44
4148,35,是买一送一吗，送一样的嘛,买家发送支付宝账号,35
4149,71,怎么不能领券,买家咨询如何领取优惠券,71
4150,22,拍错颜色 申请退了重新拍 谢谢,买家表示需要退货退款,22
4151,8,在不，是说可以返款的吧,买家表示马上下单付款,8
4152,25,我拍了四种,买家表示已下单付款,25
4153,52,葱香味的肉松饼什么时候能有,买家咨询补货/上货时间,52
4154,30,安徽省宿州市灵璧县向阳乡向阳街,买家催促回复,30
4155,54,亲  这款大概几天,买家咨询发货时间,54
4156,82,这款和19.9的有啥区别,买家咨询商品区别,82
4157,66,明天先不要发货，我买错了,买家咨询能否分开/一起发货,66
4158,67,能重新帮我开个收据吗？,买家咨询能否开发票及发票类型和寄送时间,67
4159,44,你的手套什么材质,买家要求改运费,44
4160,29,行，好的，谢谢！,买家催促发货,29
4161,7,哈哈哈辛苦辛苦了,买家表示麻烦卖家，表达感谢,7
4162,82,跟个棉一样的吗,买家咨询商品区别,82
4163,112,常规白色和白色有什么区别？,买家咨询优惠券使用规则,112
4164,82,这两款有什么么区别,买家咨询商品区别,61
4165,54,今天能发出嚒,买家咨询发货时间,54
4166,62,我们是每家单独购买的，买31套。单件最多优惠多少？,买家咨询买多件能否优惠,62
4167,46,刚才按错了，撤销了退款,买家要求取消退换货退款,46
4168,108,好像只退了一件的钱,买家咨询退款金额,108
4169,45,这个要怎么撤销啊,买家要求核对订单信息,45
4170,14,等下 我在骑车,买家表示稍等,14
4171,81,里面好大一股味道,买家咨询商品具体尺码尺寸,81
4172,17,那个裤子我不退了 我送人了 朋友刚好能穿,买家表示送人的,17
4173,21,确定就买一套试试,买家表示先买来试试,21
4174,99,双十一能比现在低多少？,买家咨询是否有活动,99
4175,54,另外两个可以发货吗？,买家咨询发货时间,54
4176,45,灰色上边挨着的那个是什么颜色？,买家要求核对订单信息,45
4177,32,嗯。喜欢穿宽松点,买家对特定款式/颜色表达喜好,32
4178,110,前面差价啥时候到账,买家咨询退款时间,110
4179,4,里面的加绒材料也是一样的吗,买家表示地址正确,4
4180,52,这个颜色够勉强的，这个款式我是看上的，明天能发货吗,买家咨询补货/上货时间,52
4181,60,我就是想问一下这个衣服买一送一嘛,买家咨询活动规则,60
4182,58,多久了，电子发票还没开好吗,买家咨询返现时间,58
4183,56,在哪里添加财务呢？,买家咨询返现方式,56
4184,55,申通或者韵达哈,买家咨询发什么快递,55
4185,90,退货重拍可以不,买家咨询商品重量,90
4186,5,不拍，哈哈哈,买家表示好的,5
4187,103,你好我想问一下 是不是都是黑色的,买家咨询退换货地址,103
4188,18,好吧，那我买白色的吧,买家表示无法申请退款,18
4189,82,2.5和4.5只是根高不一样是吗,买家咨询商品区别,82
4190,57,他那个是可以返多少钱,买家咨询返现金额,57
4191,73,亲亲 地址是浙江杭州,买家咨询商家发货地,73
4192,15,我是你家老客户了，经常买,买家表示是老顾客,15
4193,74,你说的是裤子到了是吧,买家咨询商家是否收到寄回的商品,74
4194,22,但我不换了，送人了,买家表示需要退货退款,22
4195,105,记得多送一个升降头哦,买家咨询退换货运费由谁承担,105
4196,37,这个19的跟25的有什么区别,买家确认地址是否修改成功,37
4197,1,我真是气死，我有好几次用别的账号买过衣服,买家表达不满/生气,1
4198,60,这个是买一送一是嘛,买家咨询活动规则,60
4199,48,衣服收到了，运费怎么退我,买家要求退运费,48
4200,78,另外两件还没发货啊！,买家咨询商品的色差问题,78
4201,89,微信没我加我呀,买家咨询商品质量是否有保障,89
4202,22,我用不用再申请一次退货？,买家表示需要退货退款,22
4203,1,黑店,买家表达不满/生气,1
4204,22,退货了  给包邮吗,买家表示需要退货退款,22
4205,60,这两个参加买一送一把,买家咨询活动规则,60
4206,61,你这不是说第二件半价吗,买家咨询快递单号,61
4207,45,裙子涨价了?,买家要求核对订单信息,45
4208,60,是买一个送一个吗？,买家咨询活动规则,60
4209,49,发现地址写错了,买家要求修改收件信息,49
4210,71,你这个没有优惠卷吗,买家咨询如何领取优惠券,71
4211,29,希望快一点，行吗？,买家催促发货,29
4212,60,这个是不是参与买一送一,买家咨询活动规则,60
4213,24,我这已经确认收货了,买家表示已经收到货了,24
4214,10,裤子穿着很难受,买家表示伤心难过,10
4215,49,亲，我修改电话号码13168884119 /:)-(,买家要求修改收件信息,49
4216,32,咱家不参加双十一活动吗,买家对特定款式/颜色表达喜好,32
4217,88,不是买一送一，400只有一箱吗？,买家咨询商品是什么颜色,88
4218,38,现在都没有优惠卷了吧？,买家讨价还价,38
4219,43,麻烦帮我改成M号行吗,买家要求改商品信息,43
4220,13,亲，东西已经发出去了,买家表示商品已经寄回去了,13
4221,30,亲，没发货呢？,买家催促回复,30
4222,25,我婆婆买了,买家表示已下单付款,25
4223,49,你好，我的订单能修改手机号不,买家要求修改收件信息,49
4224,77,把套什么材质的？,买家咨询商品的材质/面料,77
4225,103,生产地是安溪？,买家咨询退换货地址,103
4226,67,怎么没有开收据,买家咨询能否开发票及发票类型和寄送时间,67
4227,61,麻烦帮我看看单号是什么？,买家咨询快递单号,61
4228,7,/:026好吧谢谢,买家表示麻烦卖家，表达感谢,7
4229,8,刚买了一套，觉得可以，还想买一套,买家表示马上下单付款,8
4230,60,买二还送一吗,买家咨询活动规则,60
4231,20,那就是拍一份发两份是吗,买家表示物流太慢了,20
4232,102,亲，包包太大了，还有气味，我不要了,买家咨询是否有味道,102
4233,66,可以打包一起寄过来,买家咨询能否分开/一起发货,66
4234,54,你是在福建发货吗,买家咨询发货时间,54
4235,63,分开发货运费多少,买家咨询哪款更好,63
4236,48,换货运费我先垫上是吧,买家要求退运费,48
4237,7,okok多谢,买家表示麻烦卖家，表达感谢,7
4238,29,今天帮我发出去哦  急用,买家催促发货,29
4239,55,亲发发什么快递,买家咨询发什么快递,55
4240,90,只能选3斤一箱的？,买家咨询商品重量,90
4241,5,穿起来效果不好，裙子的布也不喜欢,买家表示好的,5
4242,4,我付款了，别发错货了,买家表示地址正确,4
4243,71,寄到那里我怎么领？,买家咨询如何领取优惠券,71
4244,75,请问是单独包装的吗,买家咨询商品包装,75
4245,92,那些是7折？,买家咨询是否可以打折,92
4246,29,想问下今天能发货吗？,买家催促发货,29
4247,31,其实我都搞不懂啊,买家打招呼,31
4248,99,有活动吗,买家咨询是否有活动,46
4249,49,您好，麻烦修改电话为15701191706,买家要求修改收件信息,49
4250,48,确认收货退运费吧,买家要求退运费,48
4251,104,你好，我有几件衣服穿起来大小不合身，想换一下，要怎么换。,买家咨询退换货规则,104
4252,83,我想问下 店里 什么时候会上新,买家咨询商品上新时间,83
4253,54,今天拍什么时候发货呀,买家咨询发货时间,54
4254,111,9.9元有多少个？,买家咨询物流信息,111
4255,44,请改一下运费吧！,买家要求改运费,44
4256,20,你好，帮我催一下快递揽收。,买家表示物流太慢了,20
4257,97,不要发圆通快递和邮政快递,买家咨询是否可以指定快递,1
4258,0,这款比平时卖得还贵,买家抱怨商品涨价了,0
4259,75,还带箱子,买家咨询商品包装,75
4260,99,我这3款买3免1吗,买家咨询是否有活动,99
4261,71,这两个是买一送一对吧,买家咨询如何领取优惠券,71
4262,0,又不是拿好评返现,买家抱怨商品涨价了,0
4263,77,请问这是真皮的吗？,买家咨询商品的材质/面料,77
4264,9,你们这个衣服我真是醉了,买家表示拍错了,9
4265,35,亲，物流更新了，麻烦帮我改下电话号码吖,买家发送支付宝账号,35
