text	label	words
08年前11月我国电子信息产品进出口增速放缓	4	08 年前 11 月 我国 电子信息 产品 进出口 增速 放
佳讯控股配股融资4540万元	2	佳讯 控股 配股 融资 4540 万元
金融毕业生好就业 “拼爹”成大学生转专业理由	3	金融 毕业生 好 就业   “ 拼爹 ” 成 大学生 转 专
疾控中心副所长添加剂若无必要性卫生部可重估	6	疾控中心 副所长 添加剂 若 无 必要性 卫生部 可 重估
新科冠军携手挑战四人两球赛 张蕙麟罗莹交73杆	7	新科 冠军 携手 挑战 四人 两 球赛   张蕙麟 罗莹交 
组图：《大营救》云南将拍 陈国坤首演军人	9	组图 ： 《 大 营救 》 云南 将 拍   陈国坤 首演 
2.7英寸支持电子防抖尼康S700卖1700	4	2.7 英寸 支持 电子 防抖 尼康 S700 卖 1700
投资必看 传奇世界账号鉴定二期推出	8	投资 必看   传奇世界 账号 鉴定 二期 推出
套头也显风采 尼康18-105mmVR持续促销	4	套头 也 显 风采   尼康 18 - 105mmVR 持续
五大国际知名私募齐聚CGBC投融资论坛	8	五大 国际 知名 私募 齐聚 CGBC 投融资 论坛
老鹰史密斯玩拉锯战上瘾 激怒扣篮王恐酿双输结局	7	老鹰 史密斯 玩 拉锯战 上瘾   激怒 扣篮王 恐酿 双输
丽泽中国铁建青秀城6层花园洋房待售户型点评	1	丽泽 中国 铁建 青秀城 6 层 花园 洋房 待售 户型 点
李峰：比赛公正老天难言公平 伍兹需要找回专注力	7	李峰 ： 比赛 公正 老天 难言 公平   伍兹 需要 找回
2010重庆理科状元刘子源：超前学习是法宝(图)	3	2010 重庆 理科状元 刘子源 ： 超前 学习 是 法宝 
ChinaJoy高峰论坛演讲人名单确定	8	ChinaJoy 高峰论坛 演讲人 名单 确定
农科院为保试验田与鸟斗争10余年	5	农科院 为保 试验田 与 鸟 斗争 10 余年
春季攻势遭遇倒春寒 金属价格短期承压	0	春季 攻势 遭遇 倒春寒   金属 价格 短期 承压
哥伦比亚游击队在南部地区绑架7人	6	哥伦比亚 游击队 在 南部 地区 绑架 7 人
二环东阙都尾房80-90平精装公寓全款95折(图)	1	二环 东阙 都 尾房 80 - 90 平 精装 公寓 全款 
刑警搜查疑犯住所时从12米高阁楼坠地身亡	5	刑警 搜查 疑犯 住所 时 从 12 米 高 阁楼 坠地 身
美国研究证实人类智慧可随年龄增加而增长	6	美国 研究 证实 人类 智慧 可 随 年龄 增加 而 增长
张柏芝拉姑喝茶粉碎不和传言 Lucas大方出镜	9	张柏芝 拉姑 喝茶 粉碎 不 和 传言   Lucas 大方
徐阳：国足后卫线亟待更强人弥补 亚洲杯看到希望	7	徐阳 ： 国 足 后卫线 亟待 更 强人 弥补   亚洲杯 
上季亏2600万本季亏2000万 姚老板补黑洞撑到何时	7	上季 亏 2600 万 本季 亏 2000 万   姚老板 
江苏美术高考像“背书” 专家呼吁需改革	3	江苏 美术高考 像 “ 背书 ”   专家 呼吁 需 改革
经济观察报：发债是否是地产公司的灵丹妙药	1	经济 观察报 ： 发债 是否是 地产 公司 的 灵丹妙药
金沙江向家坝水电站部分项目未严格执行招投标	6	金沙江 向家坝 水电站 部分 项目 未 严格执行 招投标
以色列在东耶路撒冷驱逐50多名巴居民(图)	6	以色列 在 东耶路撒冷 驱逐 50 多名 巴 居民 ( 图 
丰田车队前途未卜 F1规划需等到赛季结束后确定	7	丰田 车队 前途 未卜   F1 规划 需 等到 赛季 结束
组图：米雪再饰妙龄少女巧扑蝶	9	组图 ： 米雪 再饰 妙龄少女 巧扑蝶
抢夺《大宋豪侠2》超炫神兽宠物朱雀	8	抢夺 《 大宋 豪侠 2 》 超炫 神兽 宠物 朱雀
华尔街早餐：周二美股盘前必读	2	华尔街 早餐 ： 周二 美股 盘前 必读
吴绮莉带成龙之女看豪宅	9	吴绮莉 带 成龙 之女 看 豪宅
CW扫盲贴 比赛模式初阶入门心得II	8	CW 扫盲 贴   比赛 模式 初阶 入门 心得 II
小董失单刀不减射手本色 他一大优势国内无人可及	7	小董 失 单刀 不减 射手 本色   他 一大 优势 国内 
富力桃园在售精装91平米两居现房15600元(图)	1	富力 桃园 在售 精装 91 平米 两居 现房 15600 
蔡文胜微博送宝马引来微博第一拍	4	蔡文胜 微博送 宝马 引来 微博 第一 拍
3亿豪阵变简单+粗暴屠夫! 曼城毒瘤不除再砸10亿永2流	7	3 亿豪 阵变 简单 + 粗暴 屠夫 !   曼城 毒瘤 不
石景山景观社区雍景四季一至三居(图)	1	石景山 景观 社区 雍景 四季 一至 三居 ( 图 )
李明博韩朝会谈随时可进行	6	李明博 韩朝 会谈 随时 可 进行
王晶曝料：谢娜张杰“甜到滴蜜”	9	王晶 曝料 ： 谢娜 张杰 “ 甜到 滴蜜 ”
俄高校盼大力招留学生 亚太国家为主要目标	3	俄 高校 盼 大力 招 留学生   亚太 国家 为 主要 目
河南考生总人数比去年减少2.9万人 多年来首次	3	河南 考生 总 人数 比 去年 减少 2.9 万人   多年
次新股基建仓渐入高潮 百亿资金输血股市	0	次新股 基建 仓 渐入 高潮   百亿 资金 输血 股市
网购假货化妆品 获淘宝三倍赔偿	4	网购 假货 化妆品   获 淘宝 三倍 赔偿
用表情演绎《传奇3》之二 游戏众生相	8	用 表情 演绎 《 传奇 3 》 之二   游戏 众生相
健康管理类网站也赴纳市	4	健康 管理 类 网站 也 赴 纳市
《魔力宝贝》魔幻今日绽放璀璨光芒	8	《 魔力宝贝 》 魔幻 今日 绽放 璀璨 光芒
山寨游戏进入排行榜引用户对苹果反感	8	山寨 游戏 进入 排行榜 引 用户 对 苹果 反感
超强高清防抖长焦 松下FZ35送大礼降价	4	超强 高清 防抖 长焦   松下 FZ35 送 大礼 降价
3人黑煤窑内中毒死亡案将再审	5	3 人 黑 煤窑 内 中毒 死亡 案 将 再审
中国联通：Iphone销量5月来形势喜人	2	中国联通 ： Iphone 销量 5 月 来 形势 喜人
QS世界大学排名：带领亚洲走出阴影	3	QS 世界 大学排名 ： 带领 亚洲 走出 阴影
陕西退休教师嫌弃精神病女儿将其勒死被捕	5	陕西 退休 教师 嫌弃 精神病 女儿 将 其 勒死 被捕
台湾检出干燥菊花农药超标近百倍	6	台湾 检出 干燥 菊花 农药 超标 近 百倍
VGL09电玩音乐会北京首演曲目公布	8	VGL09 电玩 音乐会 北京 首演 曲目 公布
《非诚2》造势 冯小刚：姜文之后就该轮到我了	9	《 非诚 2 》 造势   冯小刚 ： 姜文 之后 就 该轮
“芭比娃娃”韩彩英：来中国拍片像初恋	9	“ 芭比娃娃 ” 韩彩英 ： 来 中国 拍片 像 初恋
明珠幻想：周末邀你探险神秘幻想世界	8	明珠 幻想 ： 周末 邀 你 探险 神秘 幻想 世界
封基成弃儿 逐步边缘化	0	封基成 弃儿   逐步 边缘化
禁锢阿联征战全运协议已失效 宏远：决定权在篮网	7	禁锢 阿联 征战 全运 协议 已 失效   宏远 ： 决定权
别克联赛北二区首轮战罢 专业会员比赛精彩纷呈	7	别克 联赛 北二区 首轮 战罢   专业 会员 比赛 精彩纷
婆婆因钱包被偷怕遭儿媳责骂不敢回家	5	婆婆 因 钱包 被 偷怕 遭 儿媳 责骂 不敢 回家
组图：舒淇登杂志封面 展示光环下的心路历程	9	组图 ： 舒淇 登 杂志 封面   展示 光环 下 的 心路
湖南省18所高校备战学生军训阅兵	3	湖南省 18 所 高校 备战 学生 军训 阅兵
中国希望美国尽早确认参展世博会	6	中国 希望 美国 尽早 确认 参展 世博会
5名小学生落水同学施救5人死亡(组图)	5	5 名 小学生 落水 同学 施救 5 人 死亡 ( 组图 )
东二环精装公寓58平起均价26000元(图)	1	东二环 精装 公寓 58 平起 均价 26000 元 ( 图
快讯：道指开盘跌破万点关口	2	快讯 ： 道 指 开盘 跌破 万点 关口
GRIN官方宣布倒闭 成员成立新工作室	8	GRIN 官方 宣布 倒闭   成员 成立 新 工作室
806MHz处理器 中恒GPS智能手机S90评测	4	806MHz 处理器   中恒 GPS 智能手机 S90 评
3G网络服务的发展前景诱人	4	3G 网络服务 的 发展前景 诱人
CGDC刘勇：四年级具备数值策划基础	8	CGDC 刘勇 ： 四年级 具备 数值 策划 基础
大宗商品遭受空袭 内地游资赌局揭盅	0	大宗 商品 遭受 空袭   内地 游资 赌局 揭盅
京高校新生人手一册学生版“北京人手册”	3	京 高校 新生 人手一册 学生 版 “ 北京 人 手册 ”
俄将无限期推迟俄罗斯-北约外长级会议	6	俄 将 无限期 推迟 俄罗斯 - 北约 外长级 会议
组图：TVB《巾帼枭雄》将开播 邓萃雯洋装亮相	9	组图 ： TVB 《 巾帼 枭雄 》 将 开播   邓萃雯 
国米核心蹦起欢呼莱帅大手笔 穆里尼奥所不敢重归国米	7	国米 核心 蹦起 欢呼 莱帅 大手笔   穆里尼奥 所 不敢
庞大集团盈利前景存疑 合作方萨博再被爆停产	2	庞大 集团 盈利 前景 存疑   合作方 萨博 再 被 爆 
男子撞死人逃亡四年后在家中衣柜里被抓	5	男子 撞死人 逃亡 四年 后 在 家中 衣柜 里 被 抓
人民币快速升值 高价商品调整风险大	0	人民币 快速 升值   高价 商品 调整 风险 大
上海期金价格创17个月新高	0	上海 期金 价格 创 17 个 月 新高
恒指跌797点 收报18076点成交额630亿港元	2	恒指 跌 797 点   收报 18076 点 成交额 63
《孤岛危机2》家用机版游戏画面公开	8	《 孤岛 危机 2 》 家用机 版 游戏 画面 公开
石景山金谷香郡104平起通透3居55万起售96折	1	石景山 金谷 香郡 104 平起 通透 3 居 55 万起售
《高粱红了》是战争版《奋斗》 聚焦小人物成长	9	《 高粱 红 了 》 是 战争 版 《 奋斗 》   聚焦 
广东媒体曝新疆队不和 大巴联系佛山寻下赛季出路	7	广东 媒体 曝 新疆 队 不 和   大巴 联系 佛山 寻下
应届生市场均价月薪1500元	0	应届生 市场 均价 月薪 1500 元
煤炭行业：中长期投资价值 成长性投资主线	2	煤炭行业 ： 中长期 投资 价值   成长性 投资 主线
《火影忍者 疾风传 羁绊之战》公布	8	《 火影忍者   疾风 传   羁绊 之战 》 公布
港股午后弱势震荡 蓝筹股维持跌势	2	港股 午后 弱势 震荡   蓝筹股 维持 跌势
让商家血本无归 最接近底价的笔记本汇总	4	让 商家 血本无归   最 接近 底价 的 笔记本 汇总
二十国集团领导人重申抵制保护主义	6	二 十国集团 领导人 重申 抵制 保护主义
卡尔扎伊将在8日向议会提交内阁成员名单	6	卡尔 扎伊 将 在 8 日向 议会 提交 内阁 成员名单
华中科技大学2010年各院系(所)考研复试细则	3	华中科技大学 2010 年 各院系 ( 所 ) 考研 复试 
法巴料三一未来5年收入增5倍 首予买入评级	2	法巴料 三 一 未来 5 年收入 增 5 倍   首予 买入
富泰证券：蓝筹股普涨 恒指半日升300点	2	富泰 证券 ： 蓝筹股 普涨   恒指 半日 升 300 点
盲人靠按摩挣百万家产 免费收盲学生传授技能	5	盲人 靠 按摩 挣 百万 家产   免费 收盲 学生 传授 
万人自发送别罗京 央视三任台长前去悼念(图)	9	万人 自发 送别 罗京   央视 三任 台长 前去 悼念 (
摩托罗拉正式宣布收购AirDefense	4	摩托罗拉 正式 宣布 收购 AirDefense
蒙面男子入室抢劫强拍女孩裸照	5	蒙面 男子 入室 抢劫 强拍 女孩 裸照
房价地价专项调查情况简介	1	房价 地价 专项 调查 情况 简介
中小企业借互联网抵御经济寒流	4	中小企业 借 互联网 抵御 经济 寒流
全国自学考试23日开始报名 将于10月考试	3	全国 自学 考试 23 日 开始 报名   将 于 10 月
过来人指点教育学考研复习三大要领	3	过来人 指点 教育学 考研 复习 三大 要领
4.0英寸显示屏 英利普YDP609卖340	4	4.0 英寸 显示屏   英利 普 YDP609 卖 340
GC10：《龙珠 猛烈冲击2》宣传片公布	8	GC10 ： 《 龙珠   猛烈 冲击 2 》 宣传片 公布
中材股份旗下拟增发股份收购唐山中材等股权	2	中 材 股份 旗下 拟 增发 股份 收购 唐 山中 材等 股
叶玉卿坐私人飞机亲子游 戴闪爆巨型钻戒	9	叶玉卿 坐 私人 飞机 亲子 游   戴 闪爆 巨型 钻戒
瑶瑶处女MV作又唱又跳 忍脚痛拍摄热情四射(图)	9	瑶瑶 处女 MV 作 又 唱 又 跳   忍 脚痛 拍摄 热
手游《誓魂OL》不是嫦娥姐照样感动你	8	手游 《 誓魂 OL 》 不是 嫦娥 姐 照样 感动 你
周润发接戏多发嫂赚钱有道 1.28亿买山顶豪宅	9	周润发 接戏 多发 嫂 赚钱 有道   1.28 亿买 山顶
燕莎华远九都汇精装100平起2-3居96折优惠(图)	1	燕莎 华远 九都汇 精装 100 平起 2 - 3 居 96
网游《泡泡战士》周末特别活动将开启	8	网游 《 泡泡 战士 》 周末 特别 活动 将 开启
深交所与泛欧交易所签订谅解备忘录	2	深交所 与 泛欧 交易所 签订 谅解 备忘录
和黄挑战新高 认购证值得关注	2	和 黄 挑战 新高   认购证 值得 关注
男子携1787发气枪子弹乘飞机被查获	5	男子 携 1787 发 气枪 子弹 乘飞机 被查获
美医改法案部分内容违反预算规定 将修改再送批	6	美 医改 法案 部分 内容 违反 预算 规定   将 修改 
加拿大第四季度经济增长3.3%	2	加拿大 第四季度 经济 增长 3.3%
探秘 联游《雷霆》地下城：英雄试炼	8	探秘   联游 《 雷霆 》 地下城 ： 英雄 试炼
2010年国家公务员考试面试人员名单公布	3	2010 年 国家 公务员 考试 面试 人员名单 公布
巴基斯坦卡拉奇自杀爆炸死亡人数升至40人	6	巴基斯坦 卡拉奇 自杀 爆炸 死亡 人数 升至 40 人
14岁女生3天不吃饭摘超模桂冠(图)	9	14 岁 女生 3 天 不 吃饭 摘 超模 桂冠 ( 图 )
揭秘赵本山涉黑内幕 造假者道歉澄清是玩笑	9	揭秘 赵本山 涉黑 内幕   造假者 道歉 澄清 是 玩笑
理财产品无合同频惹纠纷	0	理财产品 无 合同 频惹 纠纷
刘玉明详解双份合同来龙去脉 杜震宇盼王栋感动高层	7	刘玉明 详解 双份 合同 来龙去脉   杜震宇 盼 王栋 感
音乐手游大作《夜舞精灵》即将登场	8	音乐 手游 大作 《 夜舞 精灵 》 即将 登场
东直门高档精装现房当代MOMA均价36000元(图)	1	东直门 高档 精装 现房 当代 MOMA 均价 36000 
李岚清讲述退休8年生活 篆刻印章记录往事	6	李岚清 讲述 退休 8 年 生活   篆刻 印章 记录 往事
陈好不靠拍戏谋生 自言片酬不是出演标准(图)	9	陈好 不靠 拍戏 谋生   自言 片酬 不是 出演 标准 (
世界10大奇异住所：荷兰哈林根海港起吊机旅馆	1	世界 10 大 奇异 住所 ： 荷兰 哈林根 海港 起吊 机
国际商品全线回调 原油期铜携手走软	0	国际 商品 全线 回调   原油 期铜 携手 走软
压力渐重 有再入调整可能	2	压力 渐重   有 再入 调整 可能
龙湖滟澜山超活力周末亲子派对成功落幕（组图）	1	龙湖 滟 澜 山超 活力 周末 亲子 派对 成功 落幕 （ 
卧薪尝胆终在篮网大爆发 哈里斯将与保罗德隆比肩	7	卧薪尝胆 终在 篮网 大 爆发   哈里斯 将 与 保罗 德
基金参与增发热情11月骤然升温	0	基金 参与 增发 热情 11 月 骤然 升温
固网转型发展需要政策扶持	4	固网 转型 发展 需要 政策 扶持
卡雷拉斯退出歌剧大舞台 年底来京开新年演唱会	9	卡雷拉斯 退出 歌剧 大 舞台   年底 来京 开 新年 演
欧洲杯红人转会传闻一波三折 能否最终留下还看一点	7	欧洲杯 红 人 转会 传闻 一波三折   能否 最终 留下 
重仓深发展长盛同德暂停申购	0	重仓 深发展 长盛 同德 暂停 申购
美公司拟用干细胞代替硅胶制造全真乳房	6	美 公司 拟用 干细胞 代替 硅胶 制造 全真 乳房
恒大VS泰达首发郜林挑战李玮锋 杨昊领衔全新中场	7	恒大 VS 泰达 首发 郜林 挑战 李玮锋   杨昊 领衔 
奥巴马同父异母弟弟在肯尼亚涉嫌持毒被抓	6	奥巴马 同父异母 弟弟 在 肯尼亚 涉嫌 持毒 被 抓
司机打伤女童撞围观者续否认曾说其父是市长	5	司机 打伤 女童 撞 围观者 续 否认 曾 说 其父 是 市
性能不亚于单反 七大单反备机选购指南	4	性能 不亚于 单反   七大 单反 备机 选购指南
土豆网宣布销售副总王祥芸晋升首席营销官	4	土豆网 宣布 销售 副总 王祥芸 晋升 首席 营销 官
中小盘基金小而美 大盘基金大而虚	0	中 小盘 基金 小而美   大盘 基金 大而虚
周立波：48岁转型只是说我不会在剧场表演了	9	周立波 ： 48 岁 转型 只是 说 我 不会 在 剧场 表
小偷因好奇警察如何破案盗电脑后跑回现场	5	小偷 因 好奇 警察 如何 破案 盗 电脑 后 跑 回 现场
美国88岁老人在纪念馆内枪杀警卫(图)	6	美国 88 岁 老人 在 纪念馆 内 枪杀 警卫 ( 图 )
乌克兰总统称有必要短时间内修宪	6	乌克兰 总统 称有 必要 短时间 内修宪
《虚拟人生4快乐星猫完结篇》已上市	8	《 虚拟 人生 4 快乐 星猫 完结篇 》 已 上市
陕西三所高校研究生院日前成立	3	陕西 三 所 高校 研究生院 日前 成立
希拉里会晤日本外长承诺将全力援助	6	希拉里 会晤 日本 外长 承诺 将 全力 援助
15日百款相机价格表：奥林巴斯长焦DC降价	4	15 日 百款 相机 价格表 ： 奥林巴斯 长焦 DC 降价
城管执法遭摊贩持砖块殴打	5	城管 执法 遭 摊贩 持 砖块 殴打
《QQ炫舞》创造浪漫网吧线下尽显甜蜜	8	《 QQ 炫舞 》 创造 浪漫 网吧 线下 尽显 甜蜜
消协官网收钱消灾民间315网付费封口	4	消协 官网 收钱 消灾 民间 315 网 付费 封口
公交司机车内拾巨款截下4千元作酬劳	5	公交 司机 车内拾 巨款 截下 4 千元 作 酬劳
2011年考研英语一真题参考答案	3	2011 年 考研 英语 一真题 参考答案
乾隆生母住宅北京九龙壁主院标价4.2亿出售(图)	5	乾隆 生母 住宅 北京 九龙壁 主院 标价 4.2 亿 出售
笔夫：下周风险释放完毕节后期市择机做多	0	笔夫 ： 下周 风险 释放 完毕 节 后期 市 择机 做 多
华富收益增强债券第六次分红 10派0.2元	0	华富 收益 增强 债券 第六次 分红   10 派 0.2 
揭开高中生最向往的11个留学胜地(组图)	3	揭开 高中生 最 向往 的 11 个 留学 胜地 ( 组图 
东二环长安太和67-430平米多户型精装房在售	1	东二环 长安 太和 67 - 430 平米 多 户型 精装 
英媒体称利比亚总理议长等大批高官去向不明	6	英 媒体 称 利比亚 总理 议长 等 大批 高官 去向不明
开发商一房多卖购房发票给复印件 监管遭遇无奈	1	开发商 一房 多 卖 购房 发票 给 复印件   监管 遭遇
黑货运公司负责人卷款100余万元失踪	5	黑 货运公司 负责人 卷款 100 余万元 失踪
篮网执行两主力合同选项 新生代中锋无愧未来之星	7	篮网 执行 两 主力 合同 选项   新生代 中锋 无愧 未
现场：易建联两度撞倒波什 第一节5分5板表现不俗	7	现场 ： 易建联 两度 撞倒 波什   第一节 5 分 5 
2010年考研法学院校推荐之北京大学	3	2010 年 考研 法学 院校 推荐 之 北京大学
杨洁篪强调中方处理半岛事务根本出发点	6	杨洁篪 强调 中方 处理 半岛 事务 根本 出发点
谷歌Picasa网络相册试水广告服务	4	谷歌 Picasa 网络相册 试水 广告 服务
曼奇尼斥责帐下大将自私 谈内讧称每家俱乐部每周都有	7	曼奇尼 斥责 帐下 大将 自私   谈 内讧 称 每家 俱乐
明星见面会登陆《封神ol》海量经验	8	明星 见面会 登陆 《 封神 ol 》 海量 经验
五星级酒店未告知客户即补扣其信用卡500元	5	五星级 酒店 未 告知 客户 即 补扣 其 信用卡 500 
柯以敏当评委：真诚依旧 毒舌不再(图)	9	柯以敏 当 评委 ： 真诚 依旧   毒舌 不再 ( 图 )
观�观京城之景主题文化活动于1日成功举行(组图)	1	观 � 观 京城 之景 主题 文化 活动 于 1 日 成功 
苏超-凯尔特人遭绝杀0-1负流浪者 郑智替补未出场	7	苏超 - 凯尔特人 遭 绝杀 0 - 1 负 流浪者   郑
基金公司自购力挺新基金	0	基金 公司 自购 力挺 新 基金
专业win7双核本 戴尔E5400售价13180	4	专业 win7 双核 本   戴尔 E5400 售价 131
通州天晟嘉园100平米2居现房下半年开盘(图)	1	通州 天晟嘉园 100 平米 2 居 现房 下半年 开盘 (
李楠回宁波感慨八一历史性低谷 称未决定是否退役	7	李楠 回 宁波 感慨 八一 历史性 低谷   称未 决定 是
胡志强爱女胡婷婷与男友分手 妈妈开心说恭喜	9	胡志强 爱女 胡 婷婷 与 男友 分手   妈妈 开心 说 
中国私募教父赵丹阳谋划重返A股市场	0	中国 私募 教父 赵 丹阳 谋划 重返 A股 市场
直击：阿联掩护却吃到第5犯 哈里斯流星贯穿半场	7	直击 ： 阿联 掩护 却 吃 到 第 5 犯   哈里斯 流
2300点成分水岭 基金主动出击寻战机	0	2300 点成 分水岭   基金 主动出击 寻 战机
七大智能手机平台激战	4	七大 智能手机 平台 激战
中国银联：十一黄金周刷卡消费热潮涌动	0	中国银联 ： 十一 黄金周 刷卡 消费 热潮 涌动
高考生写古体诗得满分将复读	5	高 考生 写 古体诗 得 满分 将 复读
男子帮邻居追抢劫犯遭弯刀割腹	5	男子 帮 邻居 追 抢劫犯 遭弯 刀割 腹
交警出售虚假事故认定书骗保被抓	5	交警 出售 虚假 事故 认定书 骗保 被 抓
美国东部迎来罕见早雪致大量航班延误(组图)	6	美国 东部 迎来 罕见 早雪致 大量 航班 延误 ( 组图 
出生9天婴儿无法救治被父亲捐出眼角膜	5	出生 9 天 婴儿 无法 救治 被 父亲 捐出 眼角膜
迈凯轮称上诉已被接纳受理 听证法官来自五个国家	7	迈凯 轮称 上诉 已 被 接纳 受理   听证 法官 来自 
连塑调整过后仍有上行空间	0	连塑 调整 过后 仍 有 上行 空间
券商对内地钢铁股最新投资评级及目标价	2	券商 对 内地 钢铁股 最新 投资 评级 及 目标价
巨力索具上市 杨子持股市值达12.5亿	9	巨力 索具 上市   杨子 持股 市值 达 12.5 亿
4名疑犯诱骗绑架老乡 警方鸣枪警告将其擒获	5	4 名 疑犯 诱骗 绑架 老乡   警方 鸣枪 警告 将 其
基金业创新之殇	0	基金业 创新 之殇
中秋礼品多多 蓝魔户外展销活动开始啦	4	中秋 礼品 多多   蓝魔 户外 展销 活动 开始 啦
《梦幻西游》打造史上大规模玩家盛会	8	《 梦幻 西游 》 打造 史上 大规模 玩家 盛会
业内人士透露 国内期市保证金规模近1500亿元	0	业内人士 透露   国内 期 市 保证金 规模 近 1500
赵本山恢复良好预计14日出院	9	赵本山 恢复 良好 预计 14 日 出院
图文：男子穿古装骑马迎娶新娘引关注	5	图文 ： 男子 穿 古装 骑马 迎娶 新娘 引 关注
传章子怡与旧“绯闻男友”霍启山重燃爱火	9	传 章子怡 与 旧 “ 绯闻 男友 ” 霍启山 重燃 爱火
杭州房价看涨 二手房交易毁约纠纷多	1	杭州 房价 看涨   二手房 交易 毁约 纠纷 多
市民3万元买套牌宝马闯红灯10次被抓	5	市民 3 万元 买套 牌 宝马 闯红灯 10 次 被 抓
假存折骗过银行系统取走存款 法院判银行负全责	0	假 存折 骗过 银行 系统 取 走 存款   法院 判 银行
分析：朝鲜半岛局势进入新一轮敏感期	6	分析 ： 朝鲜半岛 局势 进入 新一轮 敏感期
9-12月雅趋势预测和备考指导：口语篇	3	9 - 12 月雅 趋势 预测 和 备考 指导 ： 口语 篇
小牛市筹码再发散	2	小牛 市 筹码 再 发散
锌价引领风骚 攀升至去年5月份以来新高	0	锌 价 引领 风骚   攀升 至 去年 5 月份 以来 新高
昌平北京龙脉温泉花园124-129平米三居享98折	1	昌平 北京 龙脉 温泉 花园 124 - 129 平米 三居
库克破纪录赢蒙特利尔锦标赛 卢建顺落后3杆获亚军	7	库克 破纪录 赢 蒙特利尔 锦标赛   卢建顺 落后 3 杆
拆迁户遇骗婚40万拆迁款被骗	5	拆迁户 遇 骗婚 40 万 拆迁 款 被 骗
波罗的海干散货运价指数位于八个月低点	0	波罗的海 干散货 运价 指数 位于 八个 月 低点
中国青少年绿色网络建设传播联盟成立	8	中国 青少年 绿色 网络 建设 传播 联盟 成立
胡锦涛：中共是孙中山事业最忠实继承者	6	胡锦涛 ： 中共 是 孙中山 事业 最 忠实 继承者
基金备战明年 布局三大板块	0	基金 备战 明年   布局 三大 板块
Saks上月同店销售额增长2%	2	Saks 上 月 同店 销售额 增长 2%
网络防沉迷：从产品的源头做起	8	网络 防沉迷 ： 从 产品 的 源头 做起
组图：高挑美女祁潇潇尽展知性柔美	9	组图 ： 高挑 美女 祁 潇潇 尽展 知性 柔美
尤文又1大将重伤伤及内脏 休战45天防线仅剩5人可用！	7	尤文 又 1 大将 重伤 伤及 内脏   休战 45 天 防
商品外汇形如惊弓之鸟 期市再现大面积跌停	0	商品 外汇 形 如 惊弓之鸟   期 市 再现 大面积 跌停
南风股份董事违规买卖公司股票 收益已上缴	2	南风 股份 董事 违规 买卖 公司股票   收益 已 上缴
居民嫌煤气缺斤少两遭十余大汉殴打	5	居民 嫌 煤气 缺斤少两 遭 十余 大汉 殴打
教育部高考网上咨询周第二阶段6月9日开始	3	教育部 高考 网上 咨询 周 第二阶段 6 月 9 日 开始
热身赛狂胜披上虚伪面纱 巴萨一夏天也没剜除致命毒瘤	7	热身赛 狂胜 披上 虚伪 面纱   巴萨 一 夏天 也 没 
美元强劲反弹 大宗商品应声回落	0	美元 强劲 反弹   大宗 商品 应声 回落
2011高分考生分享：考研复习关键大盘点	3	2011 高分 考生 分享 ： 考研 复习 关键 大盘 点
泰国景点两艘快艇相撞至少42人受伤(图)	6	泰国 景点 两艘 快艇 相撞 至少 42 人 受伤 ( 图 
红山世家举办重阳节业主联谊活动(组图)	1	红山 世家 举办 重阳节 业主 联谊 活动 ( 组图 )
EA明确表示《模拟人生3》不使用DRM	8	EA 明确 表示 《 模拟 人生 3 》 不 使用 DRM
石器时代2.5精灵王传说 道具合成攻略	8	石器时代 2.5 精灵 王 传说   道具 合成 攻略
农民房子盖在树上20年被拆 官方称已帮其建新房	5	农民 房子 盖 在 树上 20 年 被 拆   官方 称 已
港股认股证成交额58.45亿元 占大市14.17%	2	港股 认股证 成交额 58.45 亿元   占大市 14.1
网游《三国群英传2》神弓骑 威力测试	8	网游 《 三国群英 传 2 》 神弓 骑   威力 测试
高盛研报：波音2季度业绩大超预期 维持买入	2	高盛 研报 ： 波音 2 季度 业绩 大超 预期   维持 
国青赢7场只获第5 篮协：罢赛事件的代价确实太大	7	国青 赢 7 场 只 获 第 5   篮协 ： 罢赛 事件 
中原工学院：服务中原经济区建设	3	中原 工学院 ： 服务 中原 经济区 建设
百度上月加入Facebook开放运算计划	4	百度 上 月 加入 Facebook 开放 运算 计划
益田奥斯卡城亮相国贸夏季房展会	1	益田 奥斯卡 城 亮相 国贸 夏季 房展会
加蓬宪法法院确认阿里-邦戈赢得总统选举	6	加蓬 宪法法院 确认 阿里 - 邦戈 赢得 总统 选举
房山长阳光和作用82平起新盘在售可省8万	1	房山 长 阳光 和 作用 82 平起 新盘 在 售 可省 8
全明星赛他将纵情声色？科比登上成人派对海报(图)	7	全明星赛 他 将 纵情声色 ？ 科比 登上 成人 派对 海报
缓刑人员恶意透支逾8万 曝信用卡审核漏洞	0	缓刑 人员 恶意透支 逾 8 万   曝 信用卡 审核 漏洞
精神病人幼儿园附近持匕首闹事被制服	5	精神病人 幼儿园 附近 持 匕首 闹事 被 制服
绝对Hold住！游戏主角教你一秒变格格	8	绝对 Hold 住 ！ 游戏 主角 教 你 一秒 变 格格
海富通QDII控制累计净申购额在25亿元以内	0	海富通 QDII 控制 累计 净 申购 额 在 25 亿元 
F1“钱途”博弈接近赛点 年终分红80％成车队底牌	7	F1 “ 钱途 ” 博弈 接近 赛点   年终 分红 80 
北京招4000多公务员7日报名 外地户籍可报考	3	北京 招 4000 多 公务员 7 日 报名   外地 户籍
