text,label,words,y_pred
6382,国内首只奢侈品QDII基金问世,0,国内 首 只 奢侈品 QDII 基金 问世,0
6383,制假团伙在废弃医院停尸房勾兑白酒,5,制假 团伙 在 废弃 医院 停尸房 勾兑 白酒,5
6384,美国民众纪念马丁-路德-金 反思数日前枪击案,6,美国 民众 纪念 马丁 - 路德 - 金   反思 数日 前,6
6385,曾俊华：国资委鼓励国企以香港作为整合平台,2,曾俊华 ： 国资委 鼓励 国企 以 香港 作为 整合 平台,2
6386,高糖价推高替代品需求 今年淀粉糖将增产150万吨,0,高 糖价 推高 替代品 需求   今年 淀粉糖 将 增产 1,0
6387,北京破8年魔咒全仗“板儿爷”队友奉他为亚洲狼王,7,北京 破 8 年 魔咒 全仗 “ 板儿 爷 ” 队友 奉 他,1
6388,男子撒铊粉毒害女友一家7口,5,男子 撒 铊 粉 毒害 女友 一家 7 口,5
6389,峻凌国际跌7.17% 交银国际维持买入评级,2,峻凌 国际 跌 7.17%   交银 国际 维持 买入 评级,2
6390,国奥区天润福熙大道开盘在即主推三四居(图),1,国奥 区天润 福熙 大道 开盘 在 即 主推 三四 居 ( ,1
6391,上海专科志愿填报吸引二本线上生,3,上海 专科 志愿 填报 吸引 二本 线 上生,3
6392,上海市教委：中小学艺术课程要占一成左右,3,上海市教委 ： 中小学 艺术 课程 要 占 一成 左右,3
6393,京投银泰1.2亿收购湖南阳光100股权,1,京 投银泰 1.2 亿 收购 湖南 阳光 100 股权,2
6394,房山芭蕾雨悦都12月底推新房源办卡享开盘优惠,1,房山 芭蕾 雨悦 都 12 月底 推新 房源 办卡享 开盘 ,1
6395,09年北京6所高中招370名宏志新生,3,09 年 北京 6 所 高中 招 370 名 宏志 新生,3
6396,马萨满意巴塞罗那测试 法拉利官方未公布任何成绩,7,马萨 满意 巴塞罗那 测试   法拉利 官方 未 公布 任何,8
6397,魔钥萌妹子的第一次 那个老板真坑爹,8,魔 钥萌 妹子 的 第一次   那个 老板 真坑 爹,5
6398,朝阳首开铂郡125平起准现房在售均价57000(图),1,朝阳 首开 铂 郡 125 平起 准现房 在售 均价 570,1
6399,摩根大通下调金融界评级至中性,4,摩根 大通 下调 金融界 评级 至 中性,2
6400,传萨博董事会已启动逐步关闭计划,2,传 萨博 董事会 已 启动 逐步 关闭 计划,2
6401,巩新亮微博秀熊猫儿子照片 向网友征集名字,9,巩新亮 微博秀 熊猫 儿子 照片   向 网友 征集 名字,5
6402,影视艺术教育专业委员会主任章柏青谈就业,3,影视 艺术 教育 专业 委员会 主任 章柏青谈 就业,3
6403,美国卖官州长17项罪名成立 面临最多20年监禁,6,美国 卖官 州长 17 项 罪名 成立   面临 最多 20,6
6404,远洋万和公馆 全球鼎级大师钦笔奢华精装,1,远洋 万 和 公馆   全球 鼎级 大师 钦笔 奢华 精装,1
6405,小沈阳火大啦 妻子幕后打出了80分(附图),9,小 沈阳 火大 啦   妻子 幕后 打出 了 80 分 ( ,5
6406,冰岛否决向英荷储户赔偿存款损失,6,冰岛 否决 向 英荷 储户 赔偿 存款 损失,0
6407,体坛周报：“伪证门”轻轻关上 FIA获得三赢结果,7,体坛周报 ： “ 伪证 门 ” 轻轻 关上   FIA 获得,9
6408,智利33名获救矿工在医院与总统合影(组图),6,智利 33 名 获救 矿工 在 医院 与 总统 合影 ( 组,6
6409,《棒棒堂》迎春节多送10%金币活动,8,《 棒棒 堂 》 迎春节 多送 10% 金币 活动,8
6410,解读远洋万和城加冕销量三冠王背后真正原因,1,解读 远洋 万和城 加冕 销量 三 冠王 背后 真正 原因,1
6411,墨西哥发生5.6级地震(组图),6,墨西哥 发生 5.6 级 地震 ( 组图 ),6
6412,2010年6月英语六级作文及范文(恩波),3,2010 年 6 月 英语六级 作文 及 范文 ( 恩波 ),3
6413,趣味测试：你找不到的最后那个人(图),3,趣味 测试 ： 你 找 不到 的 最后 那个 人 ( 图 ),3
6414,老贝：伊布若加盟AC米兰多壮观 小罗未被放在最佳位置,7,老贝 ： 伊布 若 加盟 AC 米兰 多 壮观   小罗未 ,7
6415,丁俊晖2010赛季略显平淡 若提高稳定性来年可突破,7,丁俊晖 2010 赛季 略显 平淡   若 提高 稳定性 来,7
6416,美参议员拒绝扩大欺诈案起诉范围,2,美 参议员 拒绝 扩大 欺诈案 起诉 范围,2
6417,LOF指数基金首开转换业务,0,LOF 指数 基金 首开 转换 业务,0
6418,赵学而微博晒喜帖 爱情长跑8年终出嫁,9,赵学而 微博晒 喜帖   爱情 长跑 8 年终 出嫁,9
6419,美元指数连续调整带来什么启示,2,美元 指数 连续 调整 带来 什么 启示,2
6420,英央行行长面临最严峻危机 有必要重启量化宽松,2,英 央行 行长 面临 最 严峻 危机   有 必要 重启 量,2
6421,收评：消息面沉寂 沪指收于2431点跌3.63%,2,收评 ： 消息面 沉寂   沪 指收于 2431 点跌 3.,9
6422,联想终于扭亏为盈 第二财季盈利5308万美元,2,联想 终于 扭亏为盈   第二 财季 盈利 5308 万美元,2
6423,南方避险增值开放申购,0,南方 避险 增值 开放 申购,0
6424,高圆圆于小伟恋情曝光 公寓门口亲密牵手(附图),9,高圆圆 于小伟 恋情 曝光   公寓 门口 亲密 牵手 ( ,1
6425,MySpace中国拟出售 年后上海公司将清零,4,MySpace 中国 拟 出售   年 后 上海 公司 将 ,4
6426,棉价一路下跌 棉企冀望国家收储,0,棉价 一路 下跌   棉企 冀望 国家 收储,0
6427,名师支二招应对2009上海化学中考变化,3,名师 支 二招 应对 2009 上海 化学 中考 变化,3
6428,通州东亚逸品阁待售115平米三居户型点评(组图),1,通州 东亚 逸品 阁 待售 115 平米 三居 户型 点评 ,1
6429,北京达文(中澳)物业联合消防演习成功举行,1,北京 达文 ( 中澳 ) 物业 联合 消防演习 成功 举行,1
6430,女子服安眠药割脉后驾车 十字路口昏迷获救,5,女子 服 安眠药 割脉 后 驾车   十字路口 昏迷 获救,5
6431,欧元区拟购意债券,0,欧元区 拟 购意 债券,2
6432,加内特亲口证实退役计划：下赛季若停摆我就离开,7,加内特 亲口 证实 退役 计划 ： 下 赛季 若 停摆 我 ,7
6433,泰国数百红衫军驾卡车撞开国会大门,6,泰国 数百 红衫 军驾 卡车 撞 开国 会 大门,6
6434,华宝兴业增强收益基金增聘基金经理,0,华宝 兴业 增强 收益 基金 增聘 基金 经理,0
6435,香港H1N1甲型流感患者所住酒店300人须隔离,6,香港 H1N1 甲型 流感 患者 所住 酒店 300 人须 ,6
6436,瑞典欲逮捕维基解密网站掌门,4,瑞典 欲 逮捕 维基 解密 网站 掌门,4
6437,女子爱情事业双丰收后过度高兴患神经症,5,女子 爱情 事业 双丰收 后 过度 高兴 患 神经症,5
6438,境外ATM机上存款飞了 五客户把招行告上法庭,0,境外 ATM 机上 存款 飞 了   五 客户 把 招行 告,0
6439,13岁女孩杀死9岁表弟藏尸衣柜,5,13 岁 女孩 杀死 9 岁 表弟 藏尸 衣柜,5
6440,密云君山高尔夫别墅383平现房别墅均价15200元,1,密云 君山 高尔夫 别墅 383 平 现房 别墅 均价 15,1
6441,乔布斯追悼会揭秘：克林顿比尔盖茨出席,4,乔布斯 追悼会 揭秘 ： 克林顿 比尔盖茨 出席,9
6442,安徽省2010年高招考试第五次新闻发布会召开,3,安徽省 2010 年 高招 考试 第五次 新闻 发布会 召开,3
6443,多所高校开微博发招生信息 与考生粉丝互动,3,多所 高校 开微 博发 招生 信息   与 考生 粉丝 互动,3
6444,杭城二手房价格再飙历史新高 今年均价上涨3千,1,杭城 二手房 价格 再飙 历史 新高   今年 均价 上涨 ,1
6445,大洋集团8月9日回购6万股,2,大洋 集团 8 月 9 日 回购 6 万股,2
6446,西甲-双中锋破门连失2球 瓦伦西亚3-3憾平距前四3分,7,西甲 - 双 中锋 破门 连失 2 球   瓦伦西亚 3 -,7
6447,传姜文新片将演毛泽东 中影称项目没有最后确定,9,传 姜文 新片 将演 毛泽东   中影 称 项目 没有 最后,9
6448,第六届电信增值业务国际论坛9月4日召开,4,第六届 电信 增值 业务 国际 论坛 9 月 4 日 召开,4
6449,超值单反数码相机 尼康D90促销价6800元,4,超值 单反 数码相机   尼康 D90 促销价 6800 元,4
6450,港股全日沽空额17.78亿元 中移动占5.9%,2,港股 全日 沽 空额 17.78 亿元   中 移动 占 5,2
6451,广宇发展：走势凶悍 换手确低,2,广宇 发展 ： 走势 凶悍   换手 确低,0
6452,憧憬与期待――2009基金业年度盘点,0,憧憬 与 期待 ― ― 2009 基金业 年度 盘点,3
6453,巴基斯坦8月以来洪灾死亡人数升至123人,6,巴基斯坦 8 月 以来 洪灾 死亡 人数 升至 123 人,6
6454,江苏2011年高考成绩查询开通,3,江苏 2011 年 高考 成绩 查询 开通,3
6455,大悦公寓1月开盘83-150平2居28000元(图),1,大悦 公寓 1 月 开盘 83 - 150 平 2 居 28,1
6456,英超知名前锋性骚扰案宣判 入狱18个月遭球队解雇,7,英超 知名 前锋 性骚扰 案 宣判   入狱 18 个 月 ,7
6457,宝贝国度玩家心情宝贝宠儿物归原主,8,宝贝 国度 玩家 心情 宝贝 宠儿 物归原主,8
6458,入门级单反 奥林巴斯E520套装跌破4000,4,入门级 单反   奥林巴斯 E520 套装 跌破 4000,4
6459,高端首选 ThinkPad T400本报19600,4,高端 首选   ThinkPad   T400 本报 196,4
6460,火箭更衣室进入CBA季后赛时间 姚明哈里斯大侃辽宁,7,火箭 更衣室 进入 CBA 季后赛 时间   姚明 哈里斯 ,7
6461,阿森纳射手王缺阵全队哑火 五大战役决定枪手争冠走势,7,阿森纳 射手 王 缺阵 全队 哑火   五大 战役 决定 枪,7
6462,12.5光学变焦带手动 卡西欧H30超低价,4,12.5 光学 变焦 带 手动   卡西欧 H30 超低价,4
6463,南共体称津巴布韦可自行解决问题,6,南共体 称 津巴布韦 可 自行解决 问题,6
6464,英国极右团体与反法西斯示威者发生冲突(图),6,英国 极右 团体 与 反法西斯 示威者 发生冲突 ( 图 ),6
6465,杰克逊生前录音曝光 害怕变老称麦当娜是巫婆,9,杰克逊 生前 录音 曝光   害怕 变老称 麦当娜 是 巫婆,9
6466,新榨季糖料种植形势乐观,0,新 榨季 糖料 种植 形势 乐观,9
6467,顶尖国象大师下周陆续抵南京 托帕洛夫“拖家带口”,7,顶尖 国象 大师 下周 陆续 抵 南京   托帕 洛夫 “ ,7
6468,实测四大游戏：AMD三核对决酷睿i5笔记本,4,实测 四大 游戏 ： AMD 三 核对 决酷 睿 i5 笔记,8
6469,17Vee先做中国最好 目标世界最佳,8,17Vee 先 做 中国 最好   目标 世界 最佳,7
6470,乐居名盘走进IBM 现场意向达成近200组(组图),1,乐居 名盘 走进 IBM   现场 意向 达成 近 200 ,1
6471,周立波大婚星云大师证婚 6明星组成伴郎团(图),9,周立波 大婚 星云 大师 证婚   6 明星 组成 伴郎 团,9
6472,以色列特工持伪造英国护照暗杀哈马斯指挥官,6,以色列 特工 持 伪造 英国 护照 暗杀 哈马斯 指挥官,6
6473,苹果MacBook Pro酷睿2双显卡本11200元,4,苹果 MacBook   Pro 酷睿 2 双 显卡 本 1,4
6474,广州名将被疑奉旨踢假球遭重罚 传言矛头直指富力,7,广州 名将 被疑 奉旨 踢 假球 遭 重罚   传言 矛头 ,9
6475,菲律宾警察与安帕图安家族武装交火,6,菲律宾 警察 与 安帕 图安 家族 武装 交火,6
6476,《教父2》宣布全平台压盘4月7日发售,8,《 教父 2 》 宣布 全 平台 压盘 4 月 7 日 发售,8
6477,天然橡胶期货对橡胶产业链的作用与影响分析,0,天然橡胶 期货 对 橡胶 产业链 的 作用 与 影响 分析,0
6478,房客因房主不肯减少房租将其杀害埋尸沙地,5,房客 因 房主 不肯 减少 房租 将 其 杀害 埋尸 沙地,5
6479,中国移动启动TD网络四期建设部署,2,中国移动 启动 TD 网络 四期 建设 部署,4
6480,巴基斯坦塔利班宣称对纽约枪击案负责,6,巴基斯坦 塔利班 宣称 对 纽约 枪击案 负责,6
6481,保剑锋最新写真 绽放真实的自我(组图),9,保剑锋 最新 写真   绽放 真实 的 自我 ( 组图 ),9
6482,现场-李微右路妙传送出助攻 安塔尔倒挂金钩破僵局,7,现场 - 李微右 路妙传 送 出 助攻   安 塔尔 倒挂金,7
6483,万科公园五号国庆图片展(组图),1,万科 公园 五号 国庆 图片展 ( 组图 ),1
6484,应考指导：高考一模后四类考生复习攻略,3,应考 指导 ： 高考 一模 后 四类 考生 复习 攻略,3
6485,通州富力金禧花园预计4月推新1-3居,1,通州 富力 金禧 花园 预计 4 月 推新 1 - 3 居,1
6486,联合国官方微博入驻新浪微博,4,联合国 官方 微博 入驻 新浪 微博,6
6487,布拉德皮特涉嫌走私军火 近百只道具枪突变真弹,9,布拉德 皮特 涉嫌 走私 军火   近 百只 道具 枪 突变,8
6488,台湾名导王帅 扎根成都拍电影电视剧,9,台湾 名导 王帅   扎根 成都 拍电影 电视剧,6
6489,春晚再爆亮点 犀利哥与“女友”曹雪莹受邀,9,春晚 再 爆 亮点   犀利 哥 与 “ 女友 ” 曹雪莹 ,9
6490,郭富城远离搭档唐嫣 向熊黛林派定心丸,9,郭富城 远离 搭档 唐嫣   向 熊黛林 派 定心丸,9
6491,为高考“综合素质评价”说几句公道话,3,为 高考 “ 综合 素质 评价 ” 说 几句 公道话,3
6492,《界王OL》探秘修真坊市 五方道人,8,《 界王 OL 》 探秘 修真坊 市   五方 道人,8
6493,丰田中心上万观众狂嘘裁判 球迷：这些家伙真差劲,7,丰田 中心 上万 观众 狂嘘 裁判   球迷 ： 这些 家伙,7
6494,白洋淀新盘悦榕泉洋房及别墅准现房130万起售,1,白洋淀 新盘悦 榕泉 洋房 及 别墅 准现房 130 万起售,1
6495,王杰激动否认“金屋藏娇” 不满女歌迷被骂村姑,9,王杰 激动 否认 “ 金屋藏娇 ”   不满 女歌迷 被 骂,9
6496,朝阳龙湖长楹天街5月中推3-4居新房源95折,1,朝阳 龙湖 长楹 天街 5 月 中 推 3 - 4 居新 房,1
6497,《老爸的筒子楼》今开播 刘威葳许亚军伉俪情深,9,《 老爸 的 筒子楼 》 今 开播   刘威葳 许亚军 伉俪,9
6498,大商所“仓单串换信息发布系统”上线运行,0,大商所 “ 仓单 串换 信息 发布 系统 ” 上线 运行,8
6499,唐骏：企业管理哲学的东方智慧,4,唐骏 ： 企业 管理 哲学 的 东方 智慧,4
6500,银行石化大爆发 两因素将左右大盘,2,银行 石化 大 爆发   两 因素 将 左右 大盘,2
6501,农行选秀战略投资者 两热门外资行出局,0,农行 选秀 战略 投资者   两 热门 外资 行 出局,4
6502,中资银行涉次贷资金或不超过百亿美元,0,中资银行 涉次 贷 资金 或 不 超过 百亿美元,2
6503,京东被指泄露客户信息 冒牌安装工上门行骗,4,京东 被 指 泄露 客户 信息   冒牌 安装工 上门 行骗,4
6504,华东代理商携百余员工进入谷歌上海办公室抗议,4,华东 代理商 携 百余 员工 进入 谷歌 上海 办公室 抗议,4
6505,今日NBA姚明小小里程碑 金童带着全欧的期待上路,7,今日 NBA 姚明 小小 里程碑   金童 带 着 全欧 的,7
6506,基金一季度大举潜入ST股已获暴利,0,基金 一季度 大举 潜入 ST 股已 获 暴利,0
6507,老婆的新玩具 美的电烤箱500促销,4,老婆 的 新 玩具   美的 电烤箱 500 促销,4
6508,“烂船”陕西也有三斤钉 广东要携11连胜对决新疆,7,“ 烂船 ” 陕西 也 有 三斤 钉   广东 要 携 11,7
6509,在线看电影 长虹42寸新品液晶仅6990元,4,在线看 电影   长虹 42 寸 新品 液晶 仅 6990 ,4
6510,15+12！德西战唯一统治级数据 德克大小加都仰望他,7,15 + 12 ！ 德西战 唯一 统治 级 数据   德克 ,7
6511,双核绝妙一击罗迪奇染红 长春客场1比0擒10人青岛,7,双核 绝妙 一击 罗迪奇 染红   长春 客场 1 比 0 ,7
6512,美媒力挺罗斯已是顶级 数据揭示玫瑰实力不逊科比,7,美媒力 挺 罗斯 已 是 顶级   数据 揭示 玫瑰 实力 ,7
6513,足总杯-谢联客场挑战英超猛虎 孙继海被列入替补名单,7,足总杯 - 谢联 客场 挑战 英超 猛虎   孙继海 被 列,7
6514,俄乌法市娱乐贸易中心发生火灾,6,俄 乌法 市 娱乐 贸易中心 发生 火灾,6
6515,美国前总统卡特下月可能访问朝鲜,6,美国 前 总统 卡特 下 月 可能 访问 朝鲜,6
6516,暴雪手快的玩家不一定能玩好星际2,8,暴雪 手快 的 玩家 不 一定 能 玩 好 星际 2,8
6517,冰壶“林妹妹”清爽写真 清水芙蓉天然来雕饰(图),7,冰壶 “ 林妹妹 ” 清爽 写真   清水 芙蓉 天然 来 ,9
6518,南北通透户型采光通风俱佳 低价稀缺薄板房热荐,1,南北 通透 户型 采光 通风 俱佳   低价 稀缺 薄板 房,1
6519,2009年雅思培训市场增幅将有所减缓,3,2009 年 雅思 培训 市场 增幅 将 有所 减缓,3
6520,华润橡树湾品质大宅带动区域人居生活新理念,1,华润 橡树 湾 品质 大宅 带动 区域 人居 生活 新理念,1
6521,辅导：考研政治常考的中国共产党历届党代会,3,辅导 ： 考研 政治 常考 的 中国共产党 历届 党代会,3
6522,APRC新喀站圆满落幕 东南汽车万宇车队夺得季军,7,APRC 新喀站 圆满 落幕   东南汽车 万宇 车队 夺得,7
6523,玻利维亚总统要求古巴回归美洲国家组织,6,玻利维亚 总统 要求 古巴 回归 美洲国家组织,6
6524,组图：男子用气球将相机送入数万米高空拍照,5,组图 ： 男子 用 气球 将 相机 送入 数万 米 高空 拍,5
6525,衍生品交易爆亏蚀案 央企强硬维权外资银行两难,0,衍生品 交易 爆 亏蚀 案   央企 强硬 维权 外资银行 ,0
6526,塔利班突袭喀布尔炮击美国使馆 分析称系示威,6,塔利班 突袭 喀布尔 炮击 美国使馆   分析 称系 示威,6
6527,体验美国课堂：外行看热闹内行看门道,3,体验 美国 课堂 ： 外行 看热闹 内行 看 门道,6
6528,雅培第四季度净利润为15.36亿美元,2,雅培 第四季度 净利润 为 15.36 亿美元,2
6529,12倍光变复古卡片沈阳松下DMC-ZS7报1980,4,12 倍 光变 复古 卡片 沈阳 松下 DMC - ZS7 ,4
6530,盘点：2009五大热门国留学新政(图),3,盘点 ： 2009 五大 热门 国 留学 新政 ( 图 ),3
6531,商务部：2015年应用电子商务比率将超八成,4,商务部 ： 2015 年 应用 电子商务 比率 将 超 八成,4
6532,掌握五大方法轻松突破考研英语阅读难关,3,掌握 五大 方法 轻松 突破 考研 英语 阅读 难关,3
6533,男子酒后存款未果砸坏ATM机获缓刑,5,男子 酒后 存款 未果 砸坏 ATM 机获 缓刑,5
6534,银监会回应限制房地产贷款针对闲置土地开发商,6,银监会 回应 限制 房地产 贷款 针对 闲置 土地 开发商,1
6535,解读：平行志愿填报和投档模式的优点和局限,3,解读 ： 平行 志愿 填报 和 投档 模式 的 优点 和 局,3
6536,港股周跌幅仍达2.43% 分析指未可轻言转势,2,港股 周 跌幅 仍达 2.43%   分析 指未 可 轻言 ,2
6537,访低密新盘金地仰山 解缘何大兴新城盘倍受热捧,1,访低 密新盘 金地 仰山   解 缘何 大兴 新城 盘倍 受,1
6538,民宅失火租户十万多元现金被烧成灰烬,5,民宅 失火 租户 十 万多元 现金 被 烧成 灰烬,9
6539,房山CSD 理应有更好的房子,1,房山 CSD   理应 有 更好 的 房子,1
6540,QDII受伤不悲观 称市场或反应过度,0,QDII 受伤 不 悲观   称 市场 或 反应 过度,0
6541,名人堂故事之不屈斗士：曾经完爆贾巴尔的“大E”,7,名人堂 故事 之 不屈 斗士 ： 曾经 完爆 贾巴尔 的 “,7
6542,国足丢球蒿俊闵留一串省略号 对热情球迷不知说啥,7,国足 丢球 蒿俊闵 留 一串 省略号   对 热情 球迷 不,7
6543,2009风云地方门户评选正式启动,1,2009 风云 地方 门户 评选 正式 启动,3
6544,香港证监会再查电盈私有化投票21天,4,香港 证监会 再查 电盈 私有化 投票 21 天,2
6545,北大一名新生欲在宿舍内自缢被救下,5,北大 一名 新生 欲 在 宿舍 内 自缢 被 救下,3
6546,周杰伦曝侯佩岑已婚 称自己坚持35岁后才结婚,9,周杰伦 曝 侯佩岑 已婚   称 自己 坚持 35 岁 后 ,9
6547,律师称能证明华润信托违反一法两规,0,律师 称能 证明 华润 信托 违反 一法 两规,1
6548,赵薇包场享受《子弹》 央视主播称儿童不宜,9,赵薇 包场 享受 《 子弹 》   央视 主播 称 儿童不宜,9
6549,40倍光变30G硬盘 索尼SR45E降至2980元,4,40 倍 光变 30G 硬盘   索尼 SR45E 降至 2,4
6550,升级补完还是敛财 换汤不换药的新机型,8,升级 补完 还是 敛财   换汤不换药 的 新机型,9
6551,北美暑期档“续集”未大热 难挽票房回落期狂澜,9,北美 暑期 档 “ 续集 ” 未大热   难 挽 票房 回落,9
6552,2010年国考面试真题解析总汇：海关面试真题,3,2010 年国考 面试 真题 解析 总汇 ： 海关 面试 真,3
6553,江苏今后中考每年随机选择1-2科全省统考,3,江苏 今后 中考 每年 随机 选择 1 - 2 科 全省 统,3
6554,青年酒后亲吻女同事被咬断舌头,5,青年 酒后 亲吻 女同事 被 咬断 舌头,5
6555,千万像素20X光变 奥巴SP565UZ售价2800,4,千万 像素 20 X光 变   奥巴 SP565UZ 售价 ,4
6556,8倍光变防抖全金属DC 通用E1480W评测,4,8 倍 光变 防抖 全金属 DC   通用 E1480W 评,4
6557,考研心声：路在脚下 走出自己的光芒,3,考研 心声 ： 路 在 脚下   走出 自己 的 光芒,3
6558,上海09高考作文平均48.89分 略低于去年,3,上海 09 高考作文 平均 48.89 分   略低于 去年,3
6559,美国中东特使取消访问以色列,6,美国 中东 特使 取消 访问 以色列,6
6560,印度孟加拉遭遇风灾130人死亡10万房屋受损,6,印度 孟加拉 遭遇 风灾 130 人 死亡 10 万 房屋 ,6
6561,多伦股份涉矿传闻背后藏玄机 大股东高位狂套现,2,多伦 股份 涉矿 传闻 背后 藏 玄机   大 股东 高位 ,2
6562,的哥捡到价值350万元和田玉送还失主,5,的哥 捡 到 价值 350 万元 和田玉 送还 失主,5
6563,潘基文将向安理会转交加沙冲突调查报告,6,潘基文 将 向 安理会 转交 加沙 冲突 调查报告,6
6564,网上收费财经博客渐成气候,4,网上 收费 财经 博客 渐 成气候,4
6565,安捷伦大中华区总裁换帅 杨世毅退休霍丰接任,4,安捷伦 大中华区 总裁 换帅   杨世毅 退休 霍丰 接任,5
6566,工体北路新盘瑞安君汇预计年内开盘均价待定,1,工体 北路 新盘 瑞安 君汇 预计 年内 开盘 均价 待定,1
6567,螺纹主力高开低走 节前钢价或将止涨企稳,0,螺纹 主力 高开低走   节前 钢价 或 将 止涨 企稳,0
6568,基金一对多专户理财下月开闸,0,基金 一对 多 专户 理财 下 月 开闸,0
6569,微享考研：2011年备研你花了多少钱,3,微享 考研 ： 2011 年备研 你 花 了 多少 钱,3
6570,陈水扁禁食第5天声称左胸不适全身酸痛,6,陈水扁 禁食 第 5 天 声称 左胸 不适 全身 酸痛,6
6571,亿万玩家齐聚 《明珠三国》公测爆动,8,亿万 玩家 齐聚   《 明珠 三国 》 公测 爆动,8
6572,美国强调驻日美军整编将减轻冲绳基地负担,6,美国 强调 驻 日美军 整编 将 减轻 冲绳 基地 负担,6
6573,TD终端土洋争霸分食3G,4,TD 终端 土洋 争霸 分食 3G,4
6574,赵薇忙筹备导演处女作 无暇理会婚变传闻,9,赵薇 忙 筹备 导演 处女作   无暇 理会 婚变 传闻,9
6575,《热血成吉思汗》资料片疯狂双倍大派送,8,《 热血 成吉思汗 》 资料片 疯狂 双倍 大 派送,8
6576,陈冠希否认被泼粪 经纪人怒斥假新闻,9,陈冠希 否认 被 泼粪   经纪人 怒斥 假新闻,9
6577,超值实用又保质 2000元内行货手机汇总,4,超值 实用 又 保质   2000 元内 行货 手机 汇总,4
6578,一镜走天下 中端单反佳能60D促销10500元,4,一镜 走 天下   中端 单反 佳能 60D 促销 1050,4
6579,海外留学生：我骄傲因为我是中国人,3,海外 留学生 ： 我 骄傲 因为 我 是 中国 人,3
6580,《宝贝国度》雷人玩家雷人对话,8,《 宝贝 国度 》 雷人 玩家 雷人 对话,8
6581,房山板楼北潞尚界总价128万起均价16000元(图),1,房山 板楼 北潞 尚界 总价 128 万起 均价 16000,1
6582,窃贼欲强奸流浪女遭反抗后将对方砸死,5,窃贼 欲 强奸 流浪女 遭 反抗 后 将 对方 砸死,5
6583,《NBA 2K10》湖人科比当选封面人物,8,《 NBA   2K10 》 湖人 科比 当选 封面人物,7
6584,春晚力邀周立波婉拒 称档期太满节目排到春节后,9,春晚 力邀 周立波 婉拒   称 档期 太满 节目 排 到 ,9
6585,广州中考复读逐年火爆 高分落榜生受欢迎,3,广州 中考 复读 逐年 火爆   高分 落榜生 受欢迎,3
6586,小胖林育群深情献唱《First love》(图),9,小胖 林育群 深情 献唱 《 First   love 》 ,9
6587,世界名校再次登陆：上海纽约大学正式筹建,3,世界 名校 再次 登陆 ： 上海 纽约大学 正式 筹建,3
6588,重庆有线拟向电信渗透：用电视遥控器打电话,4,重庆 有线 拟向 电信 渗透 ： 用 电视 遥控器 打电话,4
6589,基金四季度投资策略：关注大行业小公司,0,基金 四季度 投资 策略 ： 关注 大 行业 小 公司,0
6590,绿城地产项目上半年销售211亿元,1,绿城 地产 项目 上半年 销售 211 亿元,1
6591,期货业第二波增资潮来袭,0,期货业 第二 波 增资 潮来 袭,0
6592,音乐剧《猫》成“BAZAAR明星慈善夜”开场秀,9,音乐剧 《 猫 》 成 “ BAZAAR 明星 慈善 夜 ”,9
6593,德银调低MI能源目标价至4.14港元,2,德银 调低 MI 能源 目标价 至 4.14 港元,2
6594,高考九大时间节点 请考生千万注意,3,高考 九大 时间 节点   请 考生 千万 注意,3
6595,卡纳瓦罗纪录却是意大利最大悲哀 24年前梦魇恐将重现,7,卡纳瓦罗 纪录 却是 意大利 最大 悲哀   24 年前 梦,7
6596,网尚黎锋称网尚文化或下半年赴美上市,4,网尚黎锋 称 网尚 文化 或 下半年 赴美 上市,4
6597,北京湾打造符合中国人审美情趣新式别墅,1,北京 湾 打造 符合中国 人 审美 情趣 新式 别墅,1
6598,外管局将境内居民与非居民收付款纳入监测范围,6,外管局 将 境内 居民 与非 居民 收 付款 纳入 监测 范,5
6599,奇艺CEO龚宇：“奇谈”为2011年战略级产品,4,奇艺 CEO 龚宇 ： “ 奇谈 ” 为 2011 年 战略,3
6600,头发短见识长 细数游戏中的短发女神,8,头发 短 见识 长   细数 游戏 中 的 短发 女神,8
6601,青春不再？研究生和本科生的十大不同(图),3,青春 不再 ？ 研究生 和 本科生 的 十大 不同 ( 图 ,3
6602,冰岛新政府上台后面临诸多棘手难题,6,冰岛 新政府 上台 后 面临 诸多 棘手 难题,6
6603,访谈：美国签证官解读学生签证获签要领,3,访谈 ： 美国 签证官 解读 学生 签证 获签 要领,3
6604,技术统计-恒大女排重炮哑火 拦网得分仅天津零头,7,技术 统计 - 恒大 女排 重炮 哑火   拦网 得分 仅 ,7
6605,马来西亚总理发表圣诞献辞呼吁各族团结,6,马来西亚 总理 发表 圣诞 献辞 呼吁 各族 团结,6
6606,好帽被吹阿联急得转圈跺脚 末节仅歇2分钟彰显地位,7,好帽 被 吹 阿联 急得 转圈 跺脚   末节 仅 歇 2 ,7
6607,两市收盘沪涨深跌 沪指涨0.34％,2,两市 收盘 沪 涨 深跌   沪 指涨 0.34 ％,2
6608,尤文新帅只剩最后的选择 官方宣布长约续签爆发杀手,7,尤文新帅 只 剩 最后 的 选择   官方 宣布 长约 续签,7
6609,路人漠视被2车碾压女童续：女童父母跪谢施救者,5,路 人 漠视 被 2 车 碾压 女童 续 ： 女童 父母 跪,5
6610,李小冉再谈鄢颇遇袭案 适当时会公开内幕,9,李小冉 再谈 鄢 颇 遇袭 案   适当 时会 公开 内幕,9
